date,close,volume
2020-01-17,898,71
2020-01-20,900.2,10
2020-01-21,905.1,36
2020-01-22,909.7,30
2020-01-30,878.8,68
2020-01-31,862.2,39
2020-02-03,847,28
2020-02-04,848,41
2020-02-05,848.1,85
2020-02-06,867.6,31
2020-02-07,861.5,69
2020-02-10,856.4,60
2020-02-11,858.4,82
2020-02-12,865.5,35
2020-02-13,857,46
2020-02-14,869.2,18
2020-02-17,868.8,4
2020-02-18,863.6,355
2020-02-19,867,15
2020-02-20,875,76
2020-02-21,865.1,96
2020-02-24,831,78
2020-02-25,846.1,41
2020-02-26,832.1,99
2020-02-27,849.1,89
2020-02-28,840.8,83
2020-03-02,846,19
2020-03-03,840.9,156
2020-03-04,846.6,19
2020-03-05,846,30
2020-03-06,838.4,65
2020-03-09,776.6,106
2020-03-10,781.7,137
2020-03-11,747.4,165
2020-03-12,695.2,202
2020-03-13,709,183
2020-03-16,671,59
2020-03-17,696.5,106
2020-03-18,685.5,535
2020-03-19,661.1,60
2020-03-20,669.1,91
2020-03-23,622.3,108
2020-03-24,625.4,127
2020-03-25,645,120
2020-03-26,622.8,83
2020-03-27,607.5,45
2020-03-30,577.2,149
2020-03-31,577.2,100
2020-04-01,588.5,106
2020-04-03,614.3,113
2020-04-06,657.3,273
2020-04-07,671.1,348
2020-04-08,669.8,129
2020-04-09,670.2,249
2020-04-10,673,313
2020-04-13,675,74
2020-04-14,675.7,182
2020-04-15,686.3,80
2020-04-16,690.8,262
2020-04-17,711,330
2020-04-20,706.7,120
2020-04-21,666,147
2020-04-22,678,183
2020-04-23,671.1,111
2020-04-24,685.9,147
2020-04-27,683,127
2020-04-28,683.9,101
2020-04-29,689,91
2020-05-04,672.6,92
2020-05-05,678.8,49
2020-05-06,697,241
2020-05-07,720.3,310
2020-05-08,725,592
2020-05-11,745,259
2020-05-12,740.5,162
2020-05-13,746,214
2020-05-14,746,123
2020-05-15,740.3,92
2020-05-18,757.3,213
2020-05-19,771.3,218
2020-05-20,784.9,133
2020-05-21,770,355
2020-05-22,757,246
2020-05-25,757.3,410
2020-05-26,779,354
2020-05-27,762.1,253
2020-05-28,761.6,274
2020-05-29,763.2,316
2020-06-01,782.1,191
2020-06-02,779,221
2020-06-03,789,132
2020-06-04,785.5,327
2020-06-05,796.8,234
2020-06-08,810,138
2020-06-09,806.3,305
2020-06-10,816.4,118
2020-06-11,782,315
2020-06-12,782,438
2020-06-15,754.5,323
2020-06-16,777.1,287
2020-06-17,781,116
2020-06-18,777.1,119
2020-06-19,787,118
2020-06-22,784.2,230
2020-06-23,780.7,141
2020-06-24,772.8,102
2020-06-25,766.9,96
2020-06-26,762.5,74
2020-06-29,746.1,113
2020-06-30,739.8,161
2020-07-01,755,93
2020-07-02,757.6,117
2020-07-03,757.4,55
2020-07-06,781.9,145
2020-07-07,780.1,162
2020-07-08,785.9,33
2020-07-09,807,223
2020-07-10,792.5,105
2020-07-13,792.1,93
2020-07-14,795.1,62
2020-07-15,807.6,169
2020-07-16,801.2,124
2020-07-17,802.6,533
2020-07-20,793,333
2020-07-21,799.5,640
2020-07-22,789.5,442
2020-07-23,794.2,462
2020-07-24,764,965
2020-07-27,710.6,1047
2020-07-28,740,959
2020-07-29,719.4,1528
2020-07-30,727.8,1396
2020-07-31,723,1511
2020-08-03,737.5,1132
2020-08-04,759,948
2020-08-05,774,1294
2020-08-06,772.2,1499
2020-08-07,777.5,1189
2020-08-10,781.5,799
2020-08-11,786,1035
2020-08-12,787.9,1126
2020-08-13,793.3,872
2020-08-14,791,1925
2020-08-17,787.1,2991
2020-08-18,782,5227
2020-08-19,789.1,9661
2020-08-20,781.4,41337
2020-08-21,792.9,145073
2020-08-24,815.5,141150
2020-08-25,813,178048
2020-08-26,813.2,158386
2020-08-27,819,126361
2020-08-28,823,143347
2020-08-31,824.1,140117
2020-09-01,837.4,143785
2020-09-03,850,172267
2020-09-04,844.8,171193
2020-09-07,821.7,164502
2020-09-08,829.5,215574
2020-09-09,830,223531
2020-09-10,823.5,157280
2020-09-11,827.9,141856
2020-09-14,834,100334
2020-09-15,833,74780
2020-09-16,834.6,56137
2020-09-17,831,70142
