disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2019-06-11,stockAlert,listedHnx,Ngày giao dịch đầu tiên trên HNX,2019-06-19,,,Giá tham chiếu: 18.000 đ/cp,,,,
2019-06-17,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2019-06-19,2020-01-07,,Thời gian niêm yết dưới 06 tháng,,,,
2020-02-13,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-03-06,2020-03-27,2020-03-27,Trả cổ tức năm 2019 (1200 đ/cp),1200,12,,2019
2020-06-04,investorRight,MEETING,Họp cổ đông,2020-04-01,2020-06-27,2020-06-27,ĐHĐCĐ thường niên năm 2020,,,,
2020-07-15,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-08-04,2020-08-21,2020-08-21,Trả cổ tức đợt 2/2019 (500 đ/cp),500,5,2,2019
2020-09-11,investorRight,POLL,Lấy ý kiến cổ đông,2020-09-24,,,V/v: Cho phép người nội bộ thực hiện giao dịch nhận chuyển nhường cổ phiếu NTH,,,,
2020-11-26,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-12-29,2021-01-15,2021-01-15,Trả cổ tức đợt 3/2019 (1000 đ/cp),1000,10,3,2019
2021-01-29,investorRight,DIVIDEND,Cổ tức bằng tiền,2021-02-23,2021-03-12,2021-03-12,Trả cổ tức năm 2020 (500 đ/cp),500,5,,2020
