date,open,high,low,close,volume,unadjusted,putthrough
2017-05-30,7.8866,7.8866,7.8866,7.8866,790,14.4000,0
2017-05-31,8.4343,8.4343,8.4343,8.4343,1100,15.4000,0
2017-06-01,8.4343,9.0094,8.4343,9.0093,4110,16.4500,0
2017-06-02,9.6391,9.6391,9.6391,9.6392,500,17.6000,0
2017-06-05,10.2964,10.2964,10.2964,10.2964,400,18.8000,0
2017-06-06,11.0084,11.0084,11.0084,11.0084,340,20.1000,0
2017-06-07,11.7752,11.7752,11.7752,11.7751,30,21.5000,0
2017-06-08,12.5966,12.5966,12.5966,12.5966,4140,23.0000,0
2017-06-09,13.4729,13.4729,13.4729,13.4729,20510,24.6000,0
2017-06-12,13.4729,14.4040,13.4729,14.4040,40580,26.3000,0
2017-06-13,15.3898,15.3898,15.3898,15.3898,37250,28.1000,0
2017-06-14,16.4578,16.4578,16.4578,16.4578,51250,30.0500,0
2017-06-15,17.6079,17.6079,17.6079,17.6079,21830,32.1500,0
2017-06-16,17.6079,18.8402,17.6079,18.8402,14700,34.4000,0
2017-06-19,20.1546,20.1546,20.1546,20.1546,10260,36.8000,0
2017-06-20,21.5512,21.5512,21.5512,21.5512,42030,39.3500,0
2017-06-21,23.0573,23.0573,20.0451,20.0451,68460,36.6000,0
2017-06-22,18.6485,18.6485,18.6485,18.6485,1860,34.0500,0
2017-06-23,17.3615,17.3615,17.3615,17.3615,30,31.7000,0
2017-06-26,16.1566,18.5116,16.1566,16.1566,60940,29.5000,0
2017-06-27,16.1566,16.1566,15.0339,15.0338,20640,27.4500,0
2017-06-28,13.9932,13.9932,13.9932,13.9932,3190,25.5500,0
2017-06-29,13.0348,13.9658,13.0348,13.1443,44330,24.0000,0
2017-06-30,14.0480,14.0480,14.0206,14.0480,1190,25.6500,0
2017-07-03,15.0064,15.0064,15.0064,15.0064,30230,27.4000,0
2017-07-04,16.0470,16.0470,16.0470,16.0470,18450,29.3000,0
2017-07-05,17.1697,17.1697,16.1565,17.1424,16160,31.3000,0
2017-07-06,17.1424,17.4710,15.9649,16.7042,17520,30.5000,0
2017-07-07,15.9374,16.1565,15.9374,16.1018,11770,29.4000,0
2017-07-10,16.0470,16.0470,15.4994,15.8827,3260,29.0000,0
2017-07-11,15.4993,15.6089,15.4993,15.5541,630,28.4000,0
2017-07-12,15.8827,16.1565,15.5541,16.1566,1360,29.5000,0
2017-07-13,16.6495,16.7043,16.0471,16.7042,2500,30.5000,0
2017-07-14,16.3756,16.8685,15.5541,15.5541,5700,28.4000,0
2017-07-17,15.1160,16.1018,14.6778,14.7052,5620,26.8500,0
2017-07-18,15.3350,15.5541,14.7874,15.5541,710,28.4000,0
2017-07-19,14.9517,15.8279,14.8695,15.8279,2630,28.9000,0
2017-07-20,15.8827,15.8827,14.7325,14.7326,1960,26.9000,0
2017-07-21,14.7326,15.6089,14.7326,15.4993,210,28.3000,0
2017-07-24,15.0612,15.0612,15.0064,15.0064,1860,27.4000,0
2017-07-25,15.2255,15.2255,14.9516,15.0612,3750,27.5000,0
2017-07-26,15.0612,15.6089,15.0064,15.6089,67320,28.5000,0
2017-07-27,15.2803,15.6637,15.2255,15.6089,30740,28.5000,0
2017-07-28,15.6089,15.6089,15.3077,15.3077,20950,27.9500,0
2017-07-31,15.5542,15.5542,15.1434,15.4993,14750,28.3000,0
2017-08-01,15.4993,15.4993,15.1159,15.3350,710,28.0000,0
2017-08-02,15.1433,15.2802,15.1433,15.2803,1730,27.9000,0
2017-08-03,15.1434,15.2529,15.0612,15.2529,30340,27.8500,0
2017-08-04,15.2255,15.2255,15.1707,15.2255,4950,27.8000,0
2017-08-07,15.1160,15.2255,15.1160,15.2255,9450,27.8000,0
2017-08-08,15.2255,15.2255,15.0064,15.0064,42650,27.4000,0
2017-08-09,15.0064,15.1707,15.0064,15.1707,18800,27.7000,0
2017-08-10,15.3350,15.8827,15.3350,15.8827,6100,29.0000,0
2017-08-11,15.9922,16.0470,15.8827,15.9923,27880,29.2000,0
2017-08-14,16.0471,16.1566,15.9923,16.1018,25480,29.4000,0
2017-08-15,16.1566,16.2661,15.8827,16.2661,23850,29.7000,0
2017-08-16,16.2661,16.4304,16.2661,16.3756,16470,29.9000,0
2017-08-17,16.3756,16.4304,16.1018,16.2661,13330,29.7000,0
2017-08-18,16.2661,16.3209,15.1434,15.1433,14450,27.6500,0
2017-08-21,14.7873,15.1433,14.7873,15.1433,21600,27.6500,0
2017-08-22,15.1707,15.1707,15.1159,15.1433,15660,27.6500,0
2017-08-23,15.1707,16.1839,15.1707,15.3350,15730,28.0000,0
2017-08-24,15.4445,15.4445,15.3898,15.3898,7580,28.1000,0
2017-08-25,15.5541,15.9922,15.5541,15.9923,18290,29.2000,0
2017-08-28,15.9923,16.1566,15.8828,15.8827,22530,29.0000,0
2017-08-29,15.6089,16.1018,15.1159,15.9923,19000,29.2000,0
2017-08-30,15.8828,16.1566,15.8280,16.0196,15610,29.2500,0
2017-08-31,16.1018,16.2661,15.9374,15.9923,12650,29.2000,0
2017-09-01,16.1566,16.1566,15.9375,15.9923,9560,29.2000,0
2017-09-05,15.9923,16.1566,14.8969,16.1566,30690,29.5000,0
2017-09-06,16.1018,16.1018,15.0339,15.3350,11900,28.0000,0
2017-09-07,15.6088,15.8827,14.7873,15.8827,10350,29.0000,0
2017-09-08,15.8827,15.8827,15.8279,15.8827,7900,29.0000,0
2017-09-11,15.8827,15.9375,15.6089,15.9375,12190,29.1000,0
2017-09-12,15.9923,16.1018,15.9375,16.1018,10420,29.4000,0
2017-09-13,16.1566,16.1566,15.8827,15.8827,10200,29.0000,0
2017-09-14,15.9375,16.1018,15.8827,15.8827,12480,29.0000,0
2017-09-15,15.7732,15.8279,14.7873,15.7732,21340,28.8000,0
2017-09-18,15.7732,15.8280,14.7326,14.7874,40630,27.0000,0
2017-09-19,14.7326,14.7874,14.1302,14.2397,38980,26.0000,0
2017-09-20,14.1849,14.3492,14.0206,14.0754,48820,25.7000,0
2017-09-21,14.1302,14.7874,14.1302,14.7874,22900,27.0000,0
2017-09-22,14.7874,15.0612,14.7874,15.0612,16620,27.5000,0
2017-09-25,15.1160,15.2803,15.1160,15.2803,10370,27.9000,0
2017-09-26,15.2803,15.6089,15.2803,15.6089,13900,28.5000,0
2017-09-27,15.6089,15.8827,15.6089,15.8827,12410,29.0000,0
2017-09-28,15.9375,16.1565,15.8827,16.1566,12930,29.5000,0
2017-09-29,16.1840,16.2661,16.1566,16.2661,8990,29.7000,0
2017-10-02,16.3209,16.3756,15.6089,16.3756,6050,29.9000,0
2017-10-03,16.4304,16.4304,15.9922,16.4304,5530,30.0000,0
2017-10-04,16.4304,16.4852,16.3209,16.4304,10560,30.0000,0
2017-10-05,16.4304,16.4304,15.7732,16.3756,3670,29.9000,0
2017-10-06,16.3756,16.4304,16.2661,16.3209,5100,29.8000,0
2017-10-09,16.3757,16.3757,15.8828,16.3756,5550,29.9000,0
2017-10-10,16.3756,16.3756,16.1565,16.3756,10820,29.9000,0
2017-10-11,16.3756,16.4304,15.8827,16.3756,14900,29.9000,0
2017-10-12,16.3756,16.4304,15.8827,16.3756,7790,29.9000,0
2017-10-13,16.3756,16.4304,16.1565,16.4304,10250,30.0000,0
2017-10-16,16.4304,16.4304,15.6089,16.1566,25100,29.5000,0
2017-10-17,16.1566,16.1566,15.6089,15.6089,11500,28.5000,0
2017-10-18,15.6089,15.6089,14.7874,15.0612,13890,27.5000,0
2017-10-19,15.0612,15.0612,14.2944,14.7874,12390,27.0000,0
2017-10-20,14.8969,15.0612,14.6779,14.6778,11220,26.8000,0
2017-10-23,14.7326,14.8421,14.6230,14.6231,12460,26.7000,0
2017-10-24,14.6231,14.6231,14.4040,14.4861,13080,26.4500,0
2017-10-25,14.5135,14.5683,14.3492,14.3492,16620,26.2000,0
2017-10-26,14.3492,14.3492,14.3218,14.3218,1470,26.1500,0
2017-10-27,14.8617,14.8617,14.2934,14.3224,840,25.1500,0
2017-10-30,14.2370,14.2370,13.3828,13.3827,1120,23.5000,0
2017-10-31,13.6674,13.6674,13.6674,13.6675,110,24.0000,0
2017-11-01,13.6675,13.6675,13.3828,13.3827,430,23.5000,0
2017-11-02,13.3258,13.3258,13.2688,13.2688,320,23.3000,0
2017-11-03,13.2688,13.2688,13.0410,13.0410,440,22.9000,0
2017-11-06,12.9271,12.9271,12.5285,12.5285,2170,22.0000,0
2017-11-07,12.5285,12.5285,12.3577,12.3577,830,21.7000,0
2017-11-08,12.3577,12.3577,11.5035,11.5034,4760,20.2000,0
2017-11-09,11.5034,11.5034,10.7061,10.7062,4390,18.8000,0
2017-11-10,10.8201,10.8201,9.9659,10.2506,10850,18.0000,0
2017-11-13,9.5672,10.3645,9.5388,9.6811,4330,17.0000,0
2017-11-14,9.8519,9.8519,9.1116,9.1116,3840,16.0000,0
2017-11-15,9.2824,9.2824,8.7130,9.2825,1950,16.3000,0
2017-11-16,9.3394,9.6242,9.3394,9.6242,10740,16.9000,0
2017-11-17,9.6811,9.7950,9.5957,9.5957,20630,16.8500,0
2017-11-20,9.6526,9.7381,8.9693,9.7381,40260,17.1000,0
2017-11-21,9.7381,9.7381,9.0832,9.6811,36620,17.0000,0
2017-11-22,9.3964,9.5672,9.0262,9.5672,14010,16.8000,0
2017-11-23,9.4533,9.5672,8.9408,9.5672,10080,16.8000,0
2017-11-24,9.5672,9.9658,9.5103,9.9659,18160,17.5000,0
2017-11-27,9.9659,10.5354,9.4534,10.3645,51340,18.2000,0
2017-11-28,10.4214,10.5923,10.2506,10.5923,32760,18.6000,0
2017-11-29,10.5354,10.7062,10.3645,10.7062,20820,18.8000,0
2017-11-30,10.6493,10.9340,10.5354,10.9340,14340,19.2000,0
2017-12-01,10.8201,11.0479,10.7062,10.9909,17630,19.3000,0
2017-12-04,10.9340,11.3895,10.8201,11.3895,23860,20.0000,0
2017-12-05,11.2756,11.4464,10.9339,10.9340,34360,19.2000,0
2017-12-06,10.9340,10.9340,10.7632,10.7631,14540,18.9000,0
