ticker,name,exchange,industry,sector,MarketCap,InternalOwnership,ExternalOwnership,StateOwnership,AvgValue20P
TCL,Công ty Cổ phần Đại lý giao nhận Vận tải xếp dỡ Tân Cảng ,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,731342073000,1.014,98.986,51,7454240425
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công ,HOSE,Hàng hóa cá nhân,Đồ dùng cá nhân và đồ gia dụng,1549197475000,0.108,99.892,0,20184984075
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh ,HOSE,Du lịch & Giải trí,Du lịch & Giải trí,342718400000,0,100,0,1236875700
TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,960000000000,1.405,98.595,60.7,3637337740
TDG,Công ty Cổ phần Dầu khí Thái Dương,HOSE,Sản xuất dầu khí,Dầu khí,39744900000,16.461,83.539,0,1649314420
TDH,Công ty Cổ phần Phát triển nhà Thủ Đức,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,824618254440,5.734,94.266,6,7371197050
TDM,Công ty cổ phần Nước Thủ Dầu Một,HOSE,"Ga, nước & dịch vụ công cộng gia dụng",Dịch vụ tiện ích,2248950000000,8.903,91.097,0,4455200325
TDP,Công ty cổ phần Thuận Đức,HOSE,Hóa chất,Hóa chất,1495199968850,49.853,50.147,0,4380570200
TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,HNX,Hàng hóa cá nhân,Đồ dùng cá nhân và đồ gia dụng,158986041600,28.655,71.345,0,1239334045
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long ,HNX,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,527308763200,22.296,77.704,0,6842875685
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,HOSE,Quỹ đầu tư Bất Động Sản,Bất động sản,744990046950,1.432,98.568,0,4025894900
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,319654246800,13.108,86.892,0,12348841175
TLG,Công ty Cổ phần Tập đoàn Thiên Long,HOSE,Hàng gia dụng,Đồ dùng cá nhân và đồ gia dụng,2670305855000,12.136,87.864,0,3129744550
TNA,Công ty Cổ phần Thương Mại Xuất Nhập Khẩu Thiên Nam,HOSE,Bán lẻ,Dịch vụ bán lẻ,561249502500,44.568,55.432,0,3514325175
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG ,HNX,Hàng hóa cá nhân,Đồ dùng cá nhân và đồ gia dụng,895351660500,41.626,58.374,0,8350788570
TNI,Công ty cổ phần Tập đoàn Thành Nam,HOSE,Kim loại công nghiệp,Tài nguyên,160650000000,1.511,98.489,0,1763499135
TPB,Ngân hàng Thương mại cổ phần Tiên Phong,HOSE,Ngân hàng,Ngân hàng,19311954997500,17.765,82.235,4.49,59486490500
TSC,Công ty Cổ phần Vật tư kỹ thuật nông nghiệp Cần Thơ,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,420797039400,0.076,99.924,0,1323462385
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,HOSE,Điện lực,Dịch vụ tiện ích,2052000000000,45.908,54.092,0,10856270450
TTB,Công ty Cổ phần Tập đoàn Tiến Bộ,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,231793420500,27.358,72.642,0,3694630495
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ gỗ Trường Thành ,HOSE,Hàng gia dụng,Đồ dùng cá nhân và đồ gia dụng,1879542221480,2.348,97.652,0,34917917565
TV2,Công ty Cổ phần Tư vấn Xây dựng điện 2,HOSE,Dịch vụ hỗ trợ,Hàng hóa và dịch vụ công nghiệp,1669293025200,1.628,98.372,51.33,3318156925
TVB,Công ty Cổ phần Chứng khoán Trí Việt,HOSE,Dịch vụ tài chính,Dịch vụ tài chính,432595028900,0.011,99.989,0,7315189035
TVC,Công ty cổ phần Tập đoàn Quản lý Tài sản Trí Việt,HNX,Dịch vụ tài chính,Dịch vụ tài chính,429805705000,0.055,99.945,0,11475743085
VC3,CÔNG TY CỔ PHẦN TẬP ĐOÀN NAM MÊ KÔNG,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,1025062785600,0.292,99.708,0,3037626400
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam ,HOSE,Ngân hàng,Ngân hàng,315254583080000,0.008,99.992,74.8,77867625900
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và xây dựng Việt Nam ,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,18198479727600,0.02,99.98,0,14965932590
VCI,Công ty Cổ phần Chứng khoán Bản Việt,HOSE,Dịch vụ tài chính,Dịch vụ tài chính,6441840000000,34.605,65.395,0,41817684125
VCP,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Năng lượng Vinaconex,UPCOM,Điện lực,Dịch vụ tiện ích,2729330664819,1.185,98.815,0,3170263275
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,UPCOM,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,688536000000,0.092,99.908,0,3654366680
VCS,Công ty Cổ phần VICOSTONE,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,11469280000000,4.05,95.95,0,21704653005
VEA,Tổng công ty Máy Động lực và Máy Nông nghiệp Việt Nam – CTCP,UPCOM,Ôtô & phụ tùng ôtô,Ôtô & linh kiện phụ tùng ,57701811200000,0.086,99.914,88.47,3324869065
VGC,Tổng Công ty Viglacera - CTCP,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,10312050000000,0.517,99.483,38.58,3337421375
VGI,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,UPCOM,Viễn thông cố định,Viễn thông,85098873529600,0.003,99.997,99.03,13162633010
VGT,Tập đoàn Dệt May Việt Nam,UPCOM,Hàng hóa cá nhân,Đồ dùng cá nhân và đồ gia dụng,4303500000000,2.009,97.991,53.49,3074337045
VHC,Công ty Cổ phần Vĩnh Hoàn,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,7750900707600,49.378,50.622,0,17272131250
VHM,Công ty cổ phần Vinhomes,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,249674106376200,0,100,0,185671937050
VIC,Tập đoàn VINGROUP - CTCP,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,350081566065000,34.342,65.658,0,71553426250
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,421632860040,0.174,99.826,51,1053942595
VIX,CÔNG TY CỔ PHẦN CHỨNG KHOÁN VIX,HNX,Dịch vụ tài chính,Dịch vụ tài chính,1839153240000,7.796,92.204,0,12861262765
VJC,Công ty cổ phần Hàng không VIETJET,HOSE,Du lịch & Giải trí,Du lịch & Giải trí,55264971667000,10.708,89.292,0,51954098650
VLC,Tổng Công ty Chăn nuôi Việt Nam - CTCP,UPCOM,Sản xuất thực phẩm,Thực phẩm & Đồ uống,1719439149000,0.19,99.81,0,1188427980
VND,Công ty Cổ phần Chứng khoán VNDIRECT,HOSE,Dịch vụ tài chính,Dịch vụ tài chính,3305055789500,2.978,97.022,0,20539251625
VNG,Công ty Cổ phần Du lịch Thành Thành Công,HOSE,Du lịch & Giải trí,Du lịch & Giải trí,1473740611200,4.264,95.736,0,2831735850
VNM,Công ty Cổ phần Sữa Việt Nam,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,225681697368000,0.503,99.497,36,178925187200
VOC,Tổng Công ty Công nghiệp dầu thực vật Việt Nam – CTCP,UPCOM,Sản xuất thực phẩm,Thực phẩm & Đồ uống,2088139200000,0.045,99.955,36.3,4825452980
VPB,Ngân hàng Thương mại Cổ phần Việt Nam thịnh vượng,HOSE,Ngân hàng,Ngân hàng,58993510457200,30.446,69.554,0.12,186620083025
VPG,Công ty cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,HOSE,Khai thác mỏ,Tài nguyên,521357526200,42.812,57.188,0,13792761400
VPI,Công ty Cổ phần Đầu tư Văn Phú - Invest,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,6630000000000,37.336,62.664,0,41307339375
VRE,Công ty Cổ phần Vincom Retail,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,58966662739500,0,100,0,128083197350
VRG,Công ty Cổ phần Phát triển đô thị và Khu công nghiệp Cao su Việt Nam,UPCOM,Xây dựng & Vật liệu,Xây dựng & Vật liệu,678160698052,0.489,99.511,7.72,4502549195
VSC,Công ty Cổ phần Container Việt Nam ,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,2397841713000,3.005,96.995,0,8509048175
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn – Sông Hinh,HOSE,Điện lực,Dịch vụ tiện ích,3980456047800,0.144,99.856,30.55,1461034375
VTD,Công ty Cổ phần Du lịch Vietourist,UPCOM,Du lịch & Giải trí,Du lịch & Giải trí,60864000000,19.629,80.371,0,2954618605
VTP,Tổng công ty Cổ phần Bưu chính Viettel,UPCOM,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,8943514198866,0.717,99.283,66.81,9597285595
YEG,Công ty cổ phần Tập đoàn Yeah1,HOSE,Truyền thông,Phương tiện truyền thông,1404470563200,30.57,69.43,0,1529851300
